x,y,z,x*x,2*y,2*z+3*x*x,w,target
-0.5810659036233283,0.8418371395091182,-1.0129776470347076,-0.6040246750079761,0.8418371395091182,-0.6659267874537782,-0.536277028981645,0
-0.8943089783528816,-0.2078351042678377,-1.0129776470347076,-0.8830521262184973,-0.2078351042678377,-0.9170540760193577,-0.5223640419397901,0
-1.2075520530824362,0.21203379324294505,-1.0823121882417375,-1.1509184793805989,0.21203379324294505,-1.1665071826611677,0.20573767406068652,0
-1.3641735904472143,0.0020993444875536805,-0.9436431058276776,-1.2806662441934926,0.0020993444875536805,-1.2665395526064576,-0.6657199600639369,0
-0.7376874409881049,1.0517715882645096,-1.0129776470347076,-0.7449335378692895,1.0517715882645096,-0.7927460681793962,-0.7350541201349143,0
-0.11120129152899556,1.6815749345306827,-0.8049740234136178,-0.16455643935140266,1.6815749345306827,-0.24528857910643045,0.48991585434084056,0
-1.3641735904472143,0.6319026907537268,-1.0129776470347076,-1.2806662441934926,0.6319026907537268,-1.2749104622253105,0.3681559019856474,0
-0.7376874409881049,0.6319026907537268,-0.9436431058276776,-0.7449335378692895,0.6319026907537268,-0.7843751585605434,-1.8752551025387756,0
-1.6774166651767675,-0.41776955302322905,-1.0129776470347076,-1.5317909502829619,-0.41776955302322905,-1.5009250219343315,0.1638381843270143,0
-0.8943089783528816,0.0020993444875536805,-0.9436431058276776,-0.8830521262184973,0.0020993444875536805,-0.908683166400505,0.2560133749865905,0
-0.11120129152899556,1.261706037019901,-0.9436431058276776,-0.16455643935140266,1.261706037019901,-0.26203039834413605,-0.3636317058308657,0
-1.0509305157176596,0.6319026907537268,-0.8743085646206477,-1.0183804400556014,0.6319026907537268,-1.022108991735959,-1.6730362383300814,0
-1.0509305157176596,-0.2078351042678377,-1.0129776470347076,-1.0183804400556014,-0.2078351042678377,-1.0388508109736645,-1.664801875694991,0
-1.8340382025415456,-0.2078351042678377,-1.2209812706557974,-1.6531678915595398,-0.2078351042678377,-1.6352781213169174,-1.3719148653030524,0
0.5152848579301124,1.891509383286074,-1.1516467294487676,0.4604650513601668,1.891509383286074,0.275381999186205,-0.8367561630928919,0
0.3586633205653358,2.7312471783076395,-0.9436431058276776,0.30002426691411666,2.7312471783076395,0.15609653711755406,-0.14465006187980017,0
-0.11120129152899556,1.6815749345306827,-1.0823121882417375,-0.16455643935140266,1.6815749345306827,-0.2787722175818416,-0.25971270906253613,0
